Source,Time,Target
602912,2025-05-15 05:52:45,515794
602912,2025-05-15 12:27:18,629627
572413,2025-05-16 08:43:36,639051
602912,2025-05-16 13:55:02,477138
602912,2025-05-17 19:35:24,534449
572413,2025-05-20 02:19:23,505965
572413,2025-05-20 15:34:50,544615
602912,2025-05-20 23:48:59,639051
572413,2025-05-21 13:38:41,515794
515794,2025-05-21 18:48:22,602912
602912,2025-05-22 13:46:31,629627
477138,2025-05-23 01:16:07,505965
629627,2025-05-23 20:24:45,505965
477138,2025-05-24 15:05:20,515794
572413,2025-05-24 16:14:19,602912
572413,2025-05-24 17:26:49,505965
534449,2025-05-25 04:55:53,629627
544615,2025-05-25 12:52:34,534449
544615,2025-05-26 11:21:27,602912
585212,2025-05-26 13:24:32,644830
515794,2025-05-26 20:29:13,629627
572413,2025-05-26 21:43:22,515794
515794,2025-05-27 03:33:13,544615
515794,2025-05-27 11:52:38,629627
572413,2025-05-27 23:20:19,602912
515794,2025-05-28 04:17:42,602912
544615,2025-05-28 16:35:23,639051
572413,2025-05-28 18:27:37,544615
602912,2025-05-29 12:15:54,534449
585212,2025-06-20 06:51:32,644830
585212,2025-07-02 19:26:06,644830
585212,2025-07-08 07:24:33,644830
585212,2025-08-05 00:48:15,644830
585212,2025-08-05 00:59:40,644830
639051,2025-09-02 10:36:36,629627
629627,2025-09-03 10:20:25,477138
629627,2025-09-05 00:13:53,477138
639051,2025-09-07 09:49:36,477138
639051,2025-09-07 17:41:52,602912
639051,2025-09-07 21:00:01,477138
639051,2025-09-08 23:06:03,477138
639051,2025-09-09 05:46:38,629627
639051,2025-09-09 06:46:11,602912
639051,2025-09-09 21:32:47,477138
639051,2025-09-10 10:33:22,629627
602912,2025-09-10 14:03:38,477138
629627,2025-09-11 15:49:10,602912
477138,2025-09-17 07:07:10,639051
629627,2025-09-17 13:01:22,602912
639051,2025-09-17 13:22:13,477138
639051,2025-09-17 21:36:48,477138
639051,2025-09-18 00:40:31,629627
477138,2025-09-18 19:20:22,602912
602912,2025-09-18 19:46:33,477138
602912,2025-09-19 02:06:46,477138
629627,2025-09-19 08:12:22,639051
629627,2025-09-20 08:30:48,639051
602912,2025-09-20 09:08:32,629627
602912,2025-09-21 10:31:45,477138
477138,2025-09-21 23:40:09,602912
602912,2025-09-22 05:04:39,639051
602912,2025-09-22 21:47:55,477138
629627,2025-09-23 11:41:18,639051
629627,2025-09-23 14:18:38,639051
629627,2025-09-24 09:15:51,477138
602912,2025-09-24 15:32:47,629627
629627,2025-09-25 08:49:11,639051
639051,2025-09-25 13:56:56,477138
477138,2025-09-26 06:28:20,602912
639051,2025-09-26 09:32:20,477138
639051,2025-09-27 02:27:48,602912
477138,2025-09-27 03:01:07,629627
477138,2025-09-27 12:15:19,629627
639051,2025-09-28 09:08:01,629627
639051,2025-09-29 08:02:13,629627
602912,2025-09-30 03:34:19,629627
602912,2025-10-01 02:10:47,629627
629627,2025-10-01 08:17:58,639051
629627,2025-10-01 14:43:23,639051
639051,2025-10-02 08:22:43,629627
639051,2025-10-03 02:18:55,477138
629627,2025-10-04 11:50:49,639051
639051,2025-10-06 06:35:51,477138
629627,2025-10-09 07:57:51,477138
629627,2025-10-10 08:14:53,639051
572413,2025-10-18 06:51:03,629627
572413,2025-10-18 07:09:05,505965
505965,2025-10-18 07:47:37,629627
505965,2025-10-18 08:16:46,515794
505965,2025-10-18 08:35:30,515794
572413,2025-10-18 10:09:33,629627
505965,2025-10-18 10:38:50,515794
572413,2025-10-18 12:10:46,505965
572413,2025-10-18 13:49:58,629627
515794,2025-10-18 14:58:27,505965
572413,2025-10-18 18:40:54,515794
505965,2025-10-18 18:47:16,515794
629627,2025-10-18 19:26:36,505965
629627,2025-10-18 20:08:26,515794
534449,2025-10-18 20:29:36,544615
629627,2025-10-18 20:43:52,505965
629627,2025-10-18 20:59:34,505965
629627,2025-10-18 21:32:44,515794
572413,2025-10-18 21:34:28,505965
572413,2025-10-18 23:05:44,505965
505965,2025-10-18 23:58:26,629627
505965,2025-10-19 00:02:28,515794
505965,2025-10-19 00:14:05,629627
505965,2025-10-19 00:19:10,629627
515794,2025-10-19 03:08:30,629627
572413,2025-10-19 03:08:44,515794
505965,2025-10-19 04:08:18,629627
505965,2025-10-19 04:26:19,629627
544615,2025-10-19 05:01:09,534449
534449,2025-10-19 07:24:11,629627
534449,2025-10-20 12:52:02,629627
544615,2025-10-20 21:14:57,629627
544615,2025-10-21 08:35:20,629627
534449,2025-10-21 17:28:10,544615
544615,2025-10-22 01:04:09,629627
534449,2025-10-22 04:32:11,544615
534449,2025-10-22 10:34:22,629627
544615,2025-10-22 23:41:16,534449
534449,2025-10-25 04:01:20,544615
544615,2025-10-26 01:26:38,534449
544615,2025-10-26 21:34:59,534449
534449,2025-10-27 09:05:31,629627
544615,2025-10-28 20:56:09,534449
544615,2025-10-30 00:32:10,534449
544615,2025-10-31 03:30:09,534449
534449,2025-11-01 00:57:27,544615
534449,2025-11-01 03:12:58,544615
