Source,Time,Location
505965,2025-05-12 08:24:44,4.0
505965,2025-05-12 17:05:09,4.0
505965,2025-05-15 05:54:30,4.0
629627,2025-05-15 15:03:39,4.0
515794,2025-05-16 10:58:04,4.0
515794,2025-05-17 15:39:56,4.0
629627,2025-05-19 11:53:29,4.0
505965,2025-05-19 12:33:34,4.0
505965,2025-05-19 14:23:07,4.0
629627,2025-05-19 18:12:34,4.0
515794,2025-05-20 19:35:59,4.0
505965,2025-05-21 22:30:31,4.0
515794,2025-05-23 06:50:30,4.0
629627,2025-05-24 15:44:53,4.0
629627,2025-05-25 00:40:13,4.0
505965,2025-05-25 23:51:41,4.0
505965,2025-05-26 04:21:55,4.0
505965,2025-05-26 07:07:39,4.0
477138,2025-08-30 06:35:31,3.0
477138,2025-08-31 00:26:42,3.0
477138,2025-09-04 23:07:13,3.0
602912,2025-09-08 02:42:55,1.0
629627,2025-09-08 06:09:48,4.0
639051,2025-09-08 13:14:26,3.0
477138,2025-09-08 16:41:12,3.0
477138,2025-09-09 10:02:19,3.0
629627,2025-09-11 11:57:32,4.0
629627,2025-09-11 23:01:29,4.0
629627,2025-09-12 03:51:49,4.0
639051,2025-09-12 11:00:00,3.0
629627,2025-09-14 07:36:02,4.0
602912,2025-09-15 01:48:27,1.0
477138,2025-09-15 02:50:17,3.0
602912,2025-09-15 12:45:15,1.0
639051,2025-09-15 13:00:20,3.0
639051,2025-09-16 13:06:24,3.0
602912,2025-09-18 04:09:07,1.0
477138,2025-09-18 21:08:30,3.0
639051,2025-09-20 08:59:18,3.0
602912,2025-09-22 06:49:47,1.0
477138,2025-09-23 23:03:17,3.0
629627,2025-09-24 05:17:52,4.0
639051,2025-09-27 12:23:28,3.0
477138,2025-09-27 17:35:38,3.0
639051,2025-09-27 19:45:00,3.0
639051,2025-09-28 01:08:57,3.0
477138,2025-09-28 01:19:06,3.0
477138,2025-09-28 03:19:21,3.0
639051,2025-09-28 05:46:43,3.0
477138,2025-09-28 17:37:04,3.0
477138,2025-09-29 23:06:37,3.0
629627,2025-09-30 16:17:24,4.0
629627,2025-10-03 10:56:35,4.0
639051,2025-10-03 18:24:41,3.0
629627,2025-10-03 23:47:17,4.0
629627,2025-10-04 10:50:40,4.0
477138,2025-10-06 20:16:47,3.0
477138,2025-10-09 03:24:03,3.0
477138,2025-10-09 09:18:37,3.0
629627,2025-10-18 05:02:17,4.0
629627,2025-10-18 07:45:22,4.0
629627,2025-10-18 08:20:44,4.0
629627,2025-10-18 09:09:30,4.0
629627,2025-10-18 09:56:41,4.0
629627,2025-10-18 10:29:17,4.0
629627,2025-10-18 12:13:42,4.0
629627,2025-10-18 12:17:56,4.0
629627,2025-10-18 13:07:42,4.0
629627,2025-10-18 20:33:46,4.0
629627,2025-10-18 21:06:56,4.0
629627,2025-10-18 21:28:08,4.0
629627,2025-10-19 01:09:36,4.0
629627,2025-10-19 01:57:49,4.0
629627,2025-10-19 03:40:27,4.0
534449,2025-10-19 05:08:24,2.0
534449,2025-10-19 08:34:19,2.0
629627,2025-10-20 03:18:57,4.0
534449,2025-10-20 19:34:09,2.0
534449,2025-10-20 20:09:53,2.0
534449,2025-10-22 04:27:37,2.0
629627,2025-10-23 08:05:07,4.0
629627,2025-10-24 01:31:57,4.0
534449,2025-10-24 05:01:11,2.0
534449,2025-10-25 11:14:55,2.0
534449,2025-10-25 12:13:36,2.0
534449,2025-10-25 20:35:50,2.0
534449,2025-10-25 20:56:06,2.0
629627,2025-10-26 07:53:44,4.0
629627,2025-10-27 09:21:23,4.0
534449,2025-10-27 09:59:51,2.0
629627,2025-10-27 12:03:49,4.0
534449,2025-10-28 12:03:48,2.0
534449,2025-10-28 13:40:58,2.0
534449,2025-10-28 17:16:24,2.0
534449,2025-10-28 23:25:50,2.0
534449,2025-10-29 17:36:35,2.0
629627,2025-01-16 00:00:00,4.0
505965,2025-01-16 01:49:31,4.0
505965,2025-01-16 05:37:54,4.0
515794,2025-01-16 05:43:35,4.0
629627,2025-01-16 11:17:21,4.0
515794,2025-01-16 16:25:21,4.0
505965,2025-01-16 17:59:56,4.0
505965,2025-01-16 20:08:39,4.0
505965,2025-01-16 20:11:50,4.0
515794,2025-01-16 23:26:10,4.0
515794,2025-01-17 23:19:14,4.0
505965,2025-01-18 01:51:53,4.0
505965,2025-01-18 02:23:10,4.0
629627,2025-01-18 09:37:30,4.0
629627,2025-01-18 13:44:25,4.0
505965,2025-01-18 17:38:56,4.0
629627,2025-01-19 15:08:17,4.0
515794,2025-01-20 07:51:37,4.0
505965,2025-01-20 14:01:51,4.0
629627,2025-01-20 14:54:41,4.0
515794,2025-01-21 01:13:11,4.0
629627,2025-01-21 01:35:39,4.0
505965,2025-01-21 02:19:11,4.0
505965,2025-01-21 14:25:37,4.0
515794,2025-01-21 21:09:03,4.0
629627,2025-01-21 22:46:52,4.0
629627,2025-01-22 01:52:34,4.0
629627,2025-01-22 04:27:43,4.0
505965,2025-01-22 08:14:34,4.0
505965,2025-01-22 16:19:59,4.0
563211,2025-01-26 14:47:27,1.0
629627,2025-01-28 13:33:55,4.0
541017,2025-01-29 10:33:38,1.0
599441,2025-01-30 00:24:47,4.0
563211,2025-01-30 22:09:10,1.0
541017,2025-02-03 06:46:31,1.0
527597,2025-02-05 23:59:27,1.0
585212,2025-02-07 08:01:53,4.0
563211,2025-02-09 14:37:56,1.0
563211,2025-02-10 13:01:02,1.0
585212,2025-02-27 08:22:35,4.0
585212,2025-02-27 22:23:31,4.0
629627,2025-03-04 10:12:11,4.0
534034,2025-03-08 11:15:27,4.0
629627,2025-03-11 08:42:10,4.0
599441,2025-03-11 13:35:07,4.0
629627,2025-03-15 09:30:37,4.0
563211,2025-03-15 21:33:19,1.0
629627,2025-03-16 09:12:00,4.0
563211,2025-03-18 13:57:36,1.0
585212,2025-03-20 03:25:49,4.0
599441,2025-03-20 12:35:32,4.0
582851,2025-03-22 09:05:50,1.0
563211,2025-03-24 03:38:28,1.0
563211,2025-03-25 05:37:06,1.0
582851,2025-03-26 01:04:10,1.0
582851,2025-03-27 12:23:10,1.0
585212,2025-03-29 15:54:47,4.0
563211,2025-04-01 12:41:19,1.0
534034,2025-04-05 06:40:14,4.0
582851,2025-04-05 13:49:19,1.0
563211,2025-04-07 23:43:03,1.0
582851,2025-04-08 22:33:52,1.0
599441,2025-04-10 18:10:06,4.0
534034,2025-04-13 11:25:37,4.0
629627,2025-04-14 02:38:12,4.0
582851,2025-04-25 20:57:38,1.0
541017,2025-04-27 19:34:53,1.0
585212,2025-04-30 15:11:11,4.0
534449,2025-05-02 06:45:09,2.0
477138,2025-05-03 07:30:16,3.0
639051,2025-05-03 12:40:12,3.0
527597,2025-05-05 09:30:57,1.0
541017,2025-05-05 12:18:08,1.0
585212,2025-05-05 19:17:58,4.0
544615,2025-05-07 05:11:22,2.0
477138,2025-05-07 14:21:19,3.0
515794,2025-05-07 22:52:16,4.0
599441,2025-05-09 05:21:03,4.0
515794,2025-05-10 19:12:18,4.0
534449,2025-05-12 01:18:24,2.0
602912,2025-05-12 08:24:44,1.0
544615,2025-05-12 17:05:09,2.0
534449,2025-05-15 05:54:30,2.0
639051,2025-05-15 15:03:39,3.0
602912,2025-05-16 10:58:04,1.0
544615,2025-05-17 15:39:56,2.0
602912,2025-05-19 11:53:29,1.0
534449,2025-05-19 12:33:34,2.0
515794,2025-05-19 14:23:07,4.0
505965,2025-05-19 18:12:34,4.0
505965,2025-05-20 19:35:59,4.0
602912,2025-05-21 22:30:31,1.0
505965,2025-05-23 06:50:30,4.0
544615,2025-05-24 15:44:53,2.0
544615,2025-05-25 00:40:13,2.0
602912,2025-05-25 23:51:41,1.0
629627,2025-05-26 04:21:55,4.0
477138,2025-05-26 07:07:39,3.0
639051,2025-08-30 06:35:31,3.0
639051,2025-08-31 00:26:42,3.0
629627,2025-09-04 23:07:13,4.0
629627,2025-09-08 02:42:55,4.0
602912,2025-09-08 06:09:48,1.0
629627,2025-09-08 13:14:26,4.0
602912,2025-09-08 16:41:12,1.0
602912,2025-09-09 10:02:19,1.0
602912,2025-09-11 11:57:32,1.0
639051,2025-09-11 23:01:29,3.0
602912,2025-09-12 03:51:49,1.0
602912,2025-09-12 11:00:00,1.0
477138,2025-09-14 07:36:02,3.0
639051,2025-09-15 01:48:27,3.0
639051,2025-09-15 02:50:17,3.0
629627,2025-09-15 12:45:15,4.0
602912,2025-09-15 13:00:20,1.0
629627,2025-09-16 13:06:24,4.0
639051,2025-09-18 04:09:07,3.0
629627,2025-09-18 21:08:30,4.0
477138,2025-09-20 08:59:18,3.0
639051,2025-09-22 06:49:47,3.0
602912,2025-09-23 23:03:17,1.0
602912,2025-09-24 05:17:52,1.0
629627,2025-09-27 12:23:28,4.0
639051,2025-09-27 17:35:38,3.0
477138,2025-09-27 19:45:00,3.0
629627,2025-09-28 01:08:57,4.0
629627,2025-09-28 01:19:06,4.0
602912,2025-09-28 03:19:21,1.0
477138,2025-09-28 05:46:43,3.0
639051,2025-09-28 17:37:04,3.0
639051,2025-09-29 23:06:37,3.0
639051,2025-09-30 16:17:24,3.0
477138,2025-10-03 10:56:35,3.0
629627,2025-10-03 18:24:41,4.0
602912,2025-10-03 23:47:17,1.0
477138,2025-10-04 10:50:40,3.0
629627,2025-10-06 20:16:47,4.0
629627,2025-10-09 03:24:03,4.0
639051,2025-10-09 09:18:37,3.0
534449,2025-10-18 05:02:17,2.0
515794,2025-10-18 07:45:22,4.0
515794,2025-10-18 08:20:44,4.0
505965,2025-10-18 09:09:30,4.0
515794,2025-10-18 09:56:41,4.0
505965,2025-10-18 10:29:17,4.0
505965,2025-10-18 12:13:42,4.0
505965,2025-10-18 12:17:56,4.0
515794,2025-10-18 13:07:42,4.0
534449,2025-10-18 20:33:46,2.0
505965,2025-10-18 21:06:56,4.0
505965,2025-10-18 21:28:08,4.0
515794,2025-10-19 01:09:36,4.0
505965,2025-10-19 01:57:49,4.0
534449,2025-10-19 03:40:27,2.0
544615,2025-10-19 05:08:24,2.0
629627,2025-10-19 08:34:19,4.0
544615,2025-10-20 03:18:57,2.0
629627,2025-10-20 19:34:09,4.0
629627,2025-10-20 20:09:53,4.0
629627,2025-10-22 04:27:37,4.0
544615,2025-10-23 08:05:07,2.0
534449,2025-10-24 01:31:57,2.0
629627,2025-10-24 05:01:11,4.0
544615,2025-10-25 11:14:55,2.0
629627,2025-10-25 12:13:36,4.0
629627,2025-10-25 20:35:50,4.0
629627,2025-10-25 20:56:06,4.0
534449,2025-10-26 07:53:44,2.0
544615,2025-10-27 09:21:23,2.0
544615,2025-10-27 09:59:51,2.0
544615,2025-10-27 12:03:49,2.0
544615,2025-10-28 12:03:48,2.0
544615,2025-10-28 13:40:58,2.0
629627,2025-10-28 17:16:24,4.0
544615,2025-10-28 23:25:50,2.0
629627,2025-10-29 17:36:35,4.0
629627,2025-09-15 17:27:54,1.0
629627,2025-09-16 17:27:54,3.0
534034,2025-09-18 17:27:54,1.0
534034,2025-09-26 17:27:54,3.0
599441,2025-09-28 17:27:54,1.0
585212,2025-10-01 17:27:54,3.0
599441,2025-10-04 17:27:54,3.0
585212,2025-10-18 17:27:54,4.0
534034,2025-10-24 17:27:54,2.0
585212,2025-10-24 17:27:54,2.0
629627,2025-10-25 17:27:54,2.0
534034,2025-10-25 17:27:54,4.0
599441,2025-10-28 16:27:54,2.0
629627,2025-10-30 16:27:54,4.0
599441,2025-10-31 16:27:54,4.0
572391,2025-11-04 16:27:54,4.0
542965,2025-11-06 16:27:54,4.0
635665,2025-11-18 16:27:54,3.0
538892,2025-11-23 16:27:54,4.0
464459,2025-11-24 16:27:54,3.0
568093,2025-11-28 16:27:54,2.0
568093,2025-12-03 16:27:54,3.0
635665,2025-12-05 16:27:54,2.0
464459,2025-12-11 16:27:54,2.0
