Source,Time,Target
602912,2025-09-18 04:09:07,639051
477138,2025-09-18 21:08:30,629627
639051,2025-09-20 08:59:18,477138
602912,2025-09-22 06:49:47,639051
477138,2025-09-23 23:03:17,602912
629627,2025-09-24 05:17:52,602912
639051,2025-09-27 12:23:28,629627
477138,2025-09-27 17:35:38,639051
639051,2025-09-27 19:45:00,477138
639051,2025-09-28 01:08:57,629627
477138,2025-09-28 01:19:06,629627
477138,2025-09-28 03:19:21,602912
639051,2025-09-28 05:46:43,477138
477138,2025-09-28 17:37:04,639051
477138,2025-09-29 23:06:37,639051
629627,2025-09-30 16:17:24,639051
629627,2025-10-03 10:56:35,477138
639051,2025-10-03 18:24:41,629627
629627,2025-10-03 23:47:17,602912
629627,2025-10-04 10:50:40,477138
477138,2025-10-06 20:16:47,629627
477138,2025-10-09 03:24:03,629627
477138,2025-10-09 09:18:37,639051
629627,2025-10-18 05:02:17,534449
629627,2025-10-18 07:45:22,515794
629627,2025-10-18 08:20:44,515794
629627,2025-10-18 09:09:30,505965
629627,2025-10-18 09:56:41,515794
629627,2025-10-18 10:29:17,505965
629627,2025-10-18 12:13:42,505965
629627,2025-10-18 12:17:56,505965
629627,2025-10-18 13:07:42,515794
629627,2025-10-18 20:33:46,534449
629627,2025-10-18 21:06:56,505965
629627,2025-10-18 21:28:08,505965
629627,2025-10-19 01:09:36,515794
629627,2025-10-19 01:57:49,505965
629627,2025-10-19 03:40:27,534449
534449,2025-10-19 05:08:24,544615
534449,2025-10-19 08:34:19,629627
629627,2025-10-20 03:18:57,544615
534449,2025-10-20 19:34:09,629627
534449,2025-10-20 20:09:53,629627
534449,2025-10-22 04:27:37,629627
629627,2025-10-23 08:05:07,544615
629627,2025-10-24 01:31:57,534449
534449,2025-10-24 05:01:11,629627
534449,2025-10-25 11:14:55,544615
534449,2025-10-25 12:13:36,629627
534449,2025-10-25 20:35:50,629627
534449,2025-10-25 20:56:06,629627
629627,2025-10-26 07:53:44,534449
629627,2025-10-27 09:21:23,544615
534449,2025-10-27 09:59:51,544615
629627,2025-10-27 12:03:49,544615
534449,2025-10-28 12:03:48,544615
534449,2025-10-28 13:40:58,544615
534449,2025-10-28 17:16:24,629627
534449,2025-10-28 23:25:50,544615
534449,2025-10-29 17:36:35,629627
