Source,Alcohol,Apparel and services,Donations,Education,Electricity,Entertainment,Gifts,Groceries,Healthcare,Home maintenance,Household furnishings,Household operations,Housekeeping supplies,Lodging away from home,Miscellaneous,Money income before taxes,Mortgage payments,Natural gas,Personal care products and services,Personal insurance and pensions,Personal taxes,Property taxes,Reading,Rented dwellings,Restaurants,Telephone services,Tobacco,Transportation,Water and other public services
512397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517273,0.0,0.0,0.0,0.0,0.0,0.0,2.5431657297915975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.4568342702084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530528,0.0,0.0,0.0,0.0,0.0,0.0,5.364902931613101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.6350970683869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533140,0.0,0.0,0.0,0.0,0.0,0.0,1.5736012061776432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.42639879382236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548513,0.0,0.0,0.0,0.0,0.0,0.0,15.244429916365219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.20348842459235,0.0,0.0,0.0,0.0,9.552081659042434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554431,0.0,0.0,0.0,0.0,0.0,0.0,8.375204230134218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.29000844360603,0.0,0.0,0.0,0.0,6.334787326259747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569820,0.0,0.0,0.0,0.0,0.0,0.0,0.8321562087968732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.16784379120313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570411,0.0,0.0,0.0,0.0,0.0,0.0,0.27206056304707826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.72793943695292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575704,0.0,0.0,0.0,0.0,0.0,0.0,1.834276928108714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.16572307189129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575859,0.0,0.0,0.0,0.0,0.0,0.0,27.726676289200892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.2733237107991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589639,0.0,0.0,0.0,0.0,0.0,0.0,0.28369437669726577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.71630562330273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13134603672366,0.0,0.0,0.0,0.0,9.868653963276348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599057,0.0,0.0,0.0,0.0,0.0,0.0,4.224260286829237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.14417203167966,0.0,0.0,0.0,0.0,7.631567681491118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599063,0.0,0.0,0.0,0.0,0.0,0.0,0.38169014367972237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.61830985632028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599956,0.0,0.0,0.0,0.0,0.0,0.0,4.924703242510976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.07529675748903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616050,0.0,0.0,0.0,0.0,0.0,0.0,1.4398741508630089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.56012584913698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623295,0.0,0.0,0.0,0.0,0.0,0.0,3.88801349138767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.11198650861232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629717,0.0,0.0,0.0,0.0,0.0,0.0,4.894172122401621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.10582787759839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632150,0.0,0.0,0.0,0.0,0.0,0.0,1.6855123273055477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.31448767269445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635665,0.0,0.0,0.0,0.0,0.0,0.0,4.421643953200198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.57835604679981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635706,0.0,0.0,0.0,0.0,0.0,0.0,3.700842170861677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.29915782913832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.40647326429169,0.0,0.0,0.0,0.0,35.59352673570831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640464,0.0,0.0,0.0,0.0,0.0,0.0,13.610544866468985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.63584449504891,0.0,0.0,0.0,0.0,12.753610638482119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654763,0.0,0.0,0.0,0.0,0.0,0.0,4.169877143436728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.83012285656326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654981,0.0,0.0,0.0,0.0,0.0,0.0,2.7561379886585904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.24386201134139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
