Source,Time,Target
623295,2025-04-16 07:12:33,635665
623295,2025-04-16 21:23:55,589639
589639,2025-04-16 22:47:48,550361
568093,2025-04-17 01:56:37,635665
623295,2025-04-17 02:09:56,596193
599956,2025-04-17 09:43:39,640464
599956,2025-04-19 00:18:21,490041
623295,2025-04-19 02:18:04,550361
623295,2025-04-19 03:51:46,570411
599956,2025-04-19 11:40:06,623295
623295,2025-04-19 18:00:29,640464
596193,2025-04-19 22:38:23,640464
623295,2025-04-21 09:12:59,570411
599956,2025-04-22 02:13:31,550361
599956,2025-04-22 13:18:30,490041
599956,2025-04-22 16:25:37,570411
568093,2025-04-23 19:32:25,632150
623295,2025-04-24 14:15:11,490041
589639,2025-04-24 23:22:58,490041
589639,2025-04-25 12:11:48,490041
550361,2025-04-25 13:19:44,493044
623295,2025-04-26 23:54:28,570411
550361,2025-04-28 01:56:11,599956
490041,2025-04-28 05:41:37,493044
596193,2025-04-29 01:21:05,493044
550361,2025-04-29 03:31:16,623295
490041,2025-04-29 08:30:43,492777
599956,2025-05-01 02:20:30,635665
550361,2025-05-01 04:31:41,640464
490041,2025-05-01 07:45:03,493044
512397,2025-05-01 12:37:45,550287
623295,2025-05-02 21:05:22,550361
599956,2025-05-03 05:59:00,550361
550361,2025-05-03 10:57:26,490041
623295,2025-05-03 15:33:25,490041
623295,2025-05-03 18:45:00,599956
490041,2025-05-04 05:44:16,599956
568093,2025-05-13 10:24:55,591682
533140,2025-05-13 13:40:44,616050
533140,2025-05-13 22:17:34,591682
512397,2025-05-27 16:31:29,550287
512397,2025-06-16 12:45:33,550287
512397,2025-07-03 07:46:32,550287
512397,2025-07-29 01:48:53,550287
623295,2025-08-20 17:45:33,492777
635665,2025-08-22 15:38:52,492777
512397,2025-08-23 05:47:59,550287
635665,2025-08-24 18:24:42,623295
623295,2025-08-26 02:44:33,492777
635665,2025-08-27 15:04:39,492777
635665,2025-08-29 00:00:18,492777
635665,2025-08-30 09:14:10,623295
492777,2025-08-30 09:47:38,550361
596193,2025-08-31 04:30:54,623295
492777,2025-08-31 04:51:28,635665
492777,2025-09-01 16:14:46,596193
623295,2025-09-01 18:03:27,492777
492777,2025-09-02 01:01:27,550361
596193,2025-09-02 02:07:35,493044
596193,2025-09-02 02:54:02,550361
635665,2025-09-02 09:57:55,492777
550361,2025-09-02 12:15:53,623295
596193,2025-09-03 05:10:11,623295
635665,2025-09-04 09:59:26,492777
596193,2025-09-04 10:23:52,635665
492777,2025-09-07 08:04:47,596193
492777,2025-09-07 14:01:55,623295
550361,2025-09-07 23:10:17,635665
596193,2025-09-09 03:49:41,493044
623295,2025-09-09 20:57:50,635665
596193,2025-09-10 03:11:18,492777
635665,2025-09-10 14:26:35,492777
635665,2025-09-12 19:38:11,623295
635665,2025-09-13 09:46:35,492777
492777,2025-09-14 04:13:17,493044
596193,2025-09-15 14:54:58,550361
550361,2025-09-16 05:41:50,596193
492777,2025-09-16 17:54:47,623295
492777,2025-09-16 23:10:21,493044
596193,2025-09-17 04:10:05,550361
492777,2025-09-17 11:41:37,635665
596193,2025-09-17 11:52:51,635665
492777,2025-09-17 16:58:37,623295
550361,2025-09-18 19:01:49,635665
492777,2025-09-19 02:28:54,550361
635665,2025-09-19 04:30:50,492777
596193,2025-09-20 00:47:01,635665
492777,2025-09-21 18:08:04,493044
596193,2025-09-21 18:56:49,623295
492777,2025-09-24 03:17:45,635665
492777,2025-09-24 03:39:46,623295
492777,2025-09-24 05:02:21,596193
492777,2025-09-24 12:45:59,635665
492777,2025-09-25 22:20:52,493044
596193,2025-09-26 05:58:23,623295
490041,2025-10-05 20:42:33,635665
490041,2025-10-05 22:56:26,589639
635665,2025-10-05 23:13:31,599956
635665,2025-10-05 23:27:24,599956
635665,2025-10-06 02:11:50,599956
635665,2025-10-06 03:35:46,589639
490041,2025-10-06 04:09:56,589639
635665,2025-10-06 04:40:32,599956
635665,2025-10-06 05:25:37,589639
490041,2025-10-06 07:48:22,589639
490041,2025-10-06 10:04:13,635665
570411,2025-10-07 23:16:47,640464
570411,2025-10-09 05:17:05,640464
570411,2025-10-09 13:55:13,640464
570411,2025-10-11 06:22:59,635665
570411,2025-10-18 08:56:15,635665
