Source,Time,Target
43,2025-10-06 11:50:00,41
63,2025-10-07 09:44:14,58
47,2025-10-07 10:03:42,58
63,2025-10-07 14:18:51,41
63,2025-10-07 23:59:09,45
63,2025-10-08 06:25:27,41
63,2025-10-08 13:43:36,58
43,2025-10-08 15:41:35,58
43,2025-10-09 00:08:35,47
63,2025-10-09 21:34:53,43
43,2025-10-10 00:29:55,45
43,2025-10-10 02:11:29,41
43,2025-10-10 07:26:21,45
43,2025-10-10 08:24:13,63
63,2025-10-10 13:16:44,43
47,2025-10-11 01:52:20,43
47,2025-10-11 04:47:02,63
58,2025-10-11 09:56:44,63
58,2025-10-11 11:37:59,41
58,2025-10-12 22:49:27,47
63,2025-10-13 01:49:53,45
43,2025-10-13 02:42:25,63
43,2025-10-13 09:33:33,47
63,2025-10-13 13:18:25,58
47,2025-10-13 16:40:43,58
47,2025-10-13 19:22:40,45
43,2025-10-15 13:36:22,63
58,2025-10-16 03:57:42,63
63,2025-10-16 06:19:21,45
47,2025-10-17 13:03:57,63
47,2025-10-17 18:48:21,41
63,2025-10-18 16:37:49,58
47,2025-10-18 21:34:49,58
47,2025-10-19 01:25:53,58
47,2025-10-19 02:37:50,58
63,2025-10-19 13:11:53,41
34,2025-10-29 12:41:49,27
34,2025-10-29 14:19:56,37
34,2025-10-29 14:23:45,37
34,2025-10-29 14:27:38,27
37,2025-10-29 14:32:38,41
34,2025-10-29 15:58:49,37
34,2025-10-29 16:28:28,41
27,2025-10-29 18:08:22,37
56,2025-10-29 19:06:34,57
34,2025-10-29 19:41:25,41
37,2025-10-29 20:07:37,41
27,2025-10-29 21:03:06,34
34,2025-10-29 21:04:34,37
27,2025-10-29 21:31:29,41
27,2025-10-29 23:30:37,37
56,2025-10-29 23:36:13,57
34,2025-10-29 23:50:14,37
41,2025-10-30 02:34:55,27
27,2025-10-30 03:34:26,41
37,2025-10-30 03:39:54,27
34,2025-10-30 04:00:47,37
27,2025-10-30 04:23:05,37
34,2025-10-30 05:26:57,27
27,2025-10-30 07:14:24,37
27,2025-10-30 09:52:04,37
56,2025-11-01 11:40:06,57
56,2025-11-02 01:20:12,57
56,2025-11-02 12:53:21,41
41,2025-11-02 21:25:26,56
56,2025-11-03 12:36:16,57
41,2025-11-03 20:43:54,57
56,2025-11-03 20:49:00,41
56,2025-11-04 18:37:48,41
41,2025-11-05 07:59:45,56
56,2025-11-07 05:24:35,41
56,2025-11-07 07:49:05,57
56,2025-11-08 23:57:54,41
41,2025-11-09 06:42:58,56
41,2025-11-10 01:40:12,56
56,2025-11-10 15:13:00,57
56,2025-11-11 01:32:08,41
56,2025-11-11 05:52:41,57
41,2025-11-12 01:46:28,57
