Source,Time,Target
47,2025-10-12 02:22:39,63
58,2025-10-12 03:26:29,43
63,2025-10-12 20:38:44,41
41,2025-10-12 22:21:45,43
41,2025-10-13 00:20:28,47
43,2025-10-13 07:55:11,45
41,2025-10-15 09:09:07,58
63,2025-10-15 16:29:29,58
43,2025-10-16 14:16:44,47
63,2025-10-16 17:26:19,41
41,2025-10-16 18:06:29,58
43,2025-10-16 23:43:59,45
41,2025-10-17 09:50:56,63
41,2025-10-17 09:55:28,47
41,2025-10-18 03:15:09,58
45,2025-10-18 16:50:55,63
41,2025-10-19 07:49:38,63
41,2025-10-20 11:53:47,63
37,2025-10-29 13:00:21,27
27,2025-10-29 16:56:28,37
41,2025-10-29 17:31:20,56
37,2025-10-29 19:04:51,27
37,2025-10-29 23:47:05,27
27,2025-10-29 23:48:58,41
27,2025-10-30 01:46:41,37
27,2025-10-30 02:55:27,34
37,2025-10-30 04:05:46,41
27,2025-10-30 05:38:04,37
27,2025-10-30 06:35:56,37
27,2025-10-30 08:15:21,34
41,2025-10-30 08:38:03,57
27,2025-10-30 08:41:26,34
37,2025-10-30 09:36:35,34
57,2025-11-02 04:14:39,41
41,2025-11-05 10:14:51,56
57,2025-11-05 10:22:57,41
41,2025-11-06 04:44:40,56
41,2025-11-06 10:46:58,57
41,2025-11-06 19:51:14,57
57,2025-11-07 16:18:12,56
41,2025-11-07 18:16:42,56
41,2025-11-09 06:27:22,56
57,2025-11-09 16:04:51,41
57,2025-11-10 03:03:25,56
41,2025-11-11 08:29:29,57
57,2025-11-11 21:12:55,56
