Source,Time,Location
40,2025-03-08 17:43:18,5.0
41,2025-03-09 11:38:10,5.0
39,2025-03-11 02:37:01,5.0
41,2025-03-12 15:54:25,5.0
40,2025-03-17 00:47:20,5.0
0,2025-03-20 13:05:45,5.0
65,2025-03-21 08:12:18,5.0
0,2025-03-27 19:32:54,5.0
39,2025-03-29 04:40:45,5.0
0,2025-04-05 00:32:19,5.0
39,2025-04-14 01:13:30,5.0
40,2025-04-14 02:05:26,5.0
39,2025-04-18 17:35:39,5.0
34,2025-05-23 15:04:45,5.0
37,2025-05-23 17:45:38,5.0
37,2025-05-23 20:38:06,5.0
41,2025-05-23 21:47:43,5.0
56,2025-05-23 22:34:47,0.0
56,2025-05-24 01:53:52,0.0
34,2025-05-24 06:43:58,5.0
43,2025-05-24 06:53:24,3.0
27,2025-05-24 11:03:33,5.0
27,2025-05-24 21:54:59,5.0
57,2025-05-25 02:22:57,0.0
34,2025-05-25 05:43:08,5.0
43,2025-05-25 07:59:02,3.0
37,2025-05-25 12:34:01,5.0
37,2025-05-25 15:02:55,5.0
63,2025-05-25 19:32:02,4.0
43,2025-05-25 23:04:03,3.0
56,2025-05-26 03:09:10,0.0
34,2025-05-26 06:41:39,5.0
27,2025-05-27 02:43:37,5.0
34,2025-05-27 09:57:14,5.0
63,2025-05-27 15:03:37,4.0
47,2025-05-28 00:44:37,3.0
34,2025-05-28 10:20:59,5.0
47,2025-05-28 11:23:47,3.0
47,2025-05-28 23:54:57,3.0
57,2025-05-29 01:39:47,0.0
47,2025-05-29 01:51:03,3.0
56,2025-05-29 03:06:49,0.0
27,2025-05-29 13:59:45,5.0
57,2025-05-30 03:19:05,0.0
45,2025-05-30 06:05:25,3.0
63,2025-05-30 13:11:29,4.0
57,2025-05-30 16:13:58,0.0
58,2025-05-31 01:33:07,4.0
41,2025-05-31 04:06:27,5.0
47,2025-05-31 04:17:14,3.0
63,2025-05-31 06:57:04,4.0
58,2025-05-31 07:06:57,4.0
34,2025-05-31 09:08:51,5.0
45,2025-05-31 15:04:44,3.0
37,2025-05-31 19:12:25,5.0
41,2025-06-01 06:28:41,5.0
41,2025-06-01 16:31:35,5.0
45,2025-06-02 02:17:26,3.0
27,2025-06-02 03:09:47,5.0
56,2025-06-03 03:39:13,0.0
63,2025-06-03 15:36:27,4.0
37,2025-06-03 19:55:24,5.0
56,2025-06-03 21:23:02,0.0
58,2025-06-04 22:05:56,4.0
56,2025-06-05 04:31:39,0.0
43,2025-06-05 21:03:34,3.0
56,2025-06-06 08:26:32,0.0
63,2025-06-06 20:58:17,4.0
41,2025-06-06 23:08:42,5.0
37,2025-06-07 03:25:51,5.0
45,2025-06-07 04:34:53,3.0
27,2025-06-07 04:36:14,5.0
45,2025-06-09 14:17:36,3.0
43,2025-06-09 23:56:44,3.0
37,2025-06-10 00:12:25,5.0
43,2025-06-10 11:04:51,3.0
56,2025-06-10 16:26:05,0.0
58,2025-06-10 18:03:02,4.0
58,2025-06-11 16:31:00,4.0
27,2025-06-11 17:06:38,5.0
45,2025-06-11 17:44:00,3.0
41,2025-06-11 19:36:48,5.0
57,2025-06-11 20:59:57,0.0
43,2025-06-12 01:32:39,3.0
56,2025-06-12 03:24:55,0.0
57,2025-06-12 18:39:31,0.0
58,2025-06-12 21:30:28,4.0
45,2025-06-13 03:40:08,3.0
37,2025-06-13 06:33:43,5.0
34,2025-06-15 02:07:58,5.0
56,2025-06-15 03:32:20,0.0
58,2025-06-15 04:57:22,4.0
43,2025-06-15 10:50:29,3.0
27,2025-06-15 13:21:42,5.0
56,2025-06-15 20:50:08,0.0
47,2025-06-16 00:19:15,3.0
45,2025-06-16 13:07:54,3.0
27,2025-06-16 14:21:28,5.0
43,2025-06-16 14:57:50,3.0
63,2025-06-17 07:06:05,4.0
41,2025-06-17 15:49:40,5.0
43,2025-06-18 03:15:47,3.0
34,2025-06-20 01:45:19,5.0
58,2025-09-21 13:44:28,4.0
47,2025-09-21 22:45:29,3.0
43,2025-09-21 23:39:53,3.0
58,2025-09-22 13:05:01,4.0
58,2025-09-22 16:25:22,4.0
58,2025-09-22 21:34:19,4.0
45,2025-09-23 02:04:15,3.0
58,2025-09-24 06:29:07,4.0
45,2025-09-24 09:40:24,3.0
63,2025-09-24 10:41:42,4.0
47,2025-09-24 17:21:05,3.0
63,2025-09-24 19:53:48,4.0
58,2025-09-25 04:36:02,4.0
45,2025-09-25 16:05:52,3.0
58,2025-09-26 05:52:54,4.0
58,2025-09-27 10:30:05,4.0
58,2025-09-27 17:32:43,4.0
47,2025-09-27 19:26:56,3.0
58,2025-09-28 02:19:48,4.0
41,2025-09-29 08:15:50,5.0
41,2025-09-29 19:07:10,5.0
43,2025-09-29 20:57:03,3.0
45,2025-09-30 14:53:27,3.0
58,2025-09-30 19:09:38,4.0
63,2025-09-30 22:43:10,4.0
58,2025-10-01 02:56:41,4.0
47,2025-10-01 13:38:38,3.0
47,2025-10-02 05:38:41,3.0
41,2025-10-03 01:09:19,5.0
45,2025-10-03 02:35:02,3.0
45,2025-10-06 16:20:50,3.0
43,2025-10-07 09:55:58,3.0
58,2025-10-07 16:21:30,4.0
47,2025-10-07 17:23:54,3.0
58,2025-10-07 22:22:15,4.0
47,2025-10-08 04:17:16,3.0
45,2025-10-08 08:37:46,3.0
43,2025-10-08 18:47:53,3.0
63,2025-10-08 19:05:41,4.0
45,2025-10-09 00:26:14,3.0
45,2025-10-09 09:17:26,3.0
58,2025-10-10 15:52:45,4.0
47,2025-10-11 16:13:23,3.0
41,2025-10-11 21:34:01,5.0
63,2025-10-12 02:22:39,4.0
43,2025-10-12 03:26:29,3.0
41,2025-10-12 20:38:44,5.0
43,2025-10-12 22:21:45,3.0
47,2025-10-13 00:20:28,3.0
45,2025-10-13 07:55:11,3.0
58,2025-10-15 09:09:07,4.0
58,2025-10-15 16:29:29,4.0
47,2025-10-16 14:16:44,3.0
41,2025-10-16 17:26:19,5.0
58,2025-10-16 18:06:29,4.0
45,2025-10-16 23:43:59,3.0
63,2025-10-17 09:50:56,4.0
47,2025-10-17 09:55:28,3.0
58,2025-10-18 03:15:09,4.0
63,2025-10-18 16:50:55,4.0
63,2025-10-19 07:49:38,4.0
63,2025-10-20 11:53:47,4.0
27,2025-10-29 13:00:21,5.0
37,2025-10-29 16:56:28,5.0
56,2025-10-29 17:31:20,0.0
27,2025-10-29 19:04:51,5.0
27,2025-10-29 23:47:05,5.0
41,2025-10-29 23:48:58,5.0
37,2025-10-30 01:46:41,5.0
34,2025-10-30 02:55:27,5.0
41,2025-10-30 04:05:46,5.0
37,2025-10-30 05:38:04,5.0
37,2025-10-30 06:35:56,5.0
34,2025-10-30 08:15:21,5.0
57,2025-10-30 08:38:03,0.0
34,2025-10-30 08:41:26,5.0
34,2025-10-30 09:36:35,5.0
41,2025-11-02 04:14:39,5.0
56,2025-11-05 10:14:51,0.0
41,2025-11-05 10:22:57,5.0
56,2025-11-06 04:44:40,0.0
57,2025-11-06 10:46:58,0.0
57,2025-11-06 19:51:14,0.0
56,2025-11-07 16:18:12,0.0
56,2025-11-07 18:16:42,0.0
56,2025-11-09 06:27:22,0.0
41,2025-11-09 16:04:51,5.0
56,2025-11-10 03:03:25,0.0
57,2025-11-11 08:29:29,0.0
56,2025-11-11 21:12:55,0.0
78,2025-05-17 07:26:46,1.0
80,2025-05-23 07:26:46,3.0
80,2025-05-23 07:26:46,1.0
77,2025-05-25 07:26:46,3.0
79,2025-05-27 07:26:46,1.0
79,2025-06-03 07:26:46,3.0
77,2025-06-05 07:26:46,1.0
78,2025-06-12 07:26:46,3.0
78,2025-06-22 07:26:46,4.0
79,2025-06-24 07:26:46,4.0
80,2025-06-30 07:26:46,2.0
77,2025-07-01 07:26:46,2.0
78,2025-07-01 07:26:46,2.0
77,2025-07-01 07:26:46,4.0
79,2025-07-03 07:26:46,2.0
80,2025-07-03 07:26:46,4.0
82,2025-07-15 07:26:46,4.0
83,2025-07-23 07:26:46,4.0
84,2025-07-24 07:26:46,4.0
73,2025-07-28 07:26:46,3.0
75,2025-08-05 07:26:46,3.0
75,2025-08-07 07:26:46,2.0
73,2025-08-11 07:26:46,2.0
74,2025-08-16 07:26:46,3.0
74,2025-08-17 07:26:46,2.0
74,2025-09-10 07:26:46,0.0
75,2025-09-11 07:26:46,0.0
73,2025-09-12 07:26:46,0.0
39,2025-10-07 07:26:46,3.0
40,2025-10-12 07:26:46,3.0
40,2025-10-14 07:26:46,4.0
41,2025-10-14 07:26:46,3.0
39,2025-10-19 07:26:46,4.0
41,2025-10-20 07:26:46,4.0
40,2025-11-05 06:26:46,0.0
40,2025-11-05 06:26:46,5.0
41,2025-11-06 06:26:46,0.0
39,2025-11-09 06:26:46,0.0
41,2025-11-10 06:26:46,5.0
39,2025-11-11 06:26:46,5.0
87,2025-11-19 06:26:46,0.0
85,2025-11-22 06:26:46,1.0
85,2025-11-30 06:26:46,0.0
86,2025-12-07 06:26:46,0.0
86,2025-12-14 06:26:46,1.0
87,2025-12-14 06:26:46,1.0
87,2025-12-14 20:26:46,5.0
86,2025-12-18 20:26:46,3.0
87,2025-12-20 20:26:46,3.0
85,2025-12-21 20:26:46,3.0
85,2025-12-23 20:26:46,5.0
86,2025-12-25 20:26:46,5.0
